2024-11-06 18:51:08 INFO  UnitTest:35 - UnitTests start
2024-11-06 18:51:09 INFO  UnitTest:154 - moveDown is called
2024-11-06 18:51:09 INFO  UnitTest:155 - Tetramino after moveDown with step 1 new position x=4 y=1
2024-11-06 18:51:09 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:09 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:09 INFO  UnitTest:161 - doesTetraminoMoveDownStopAtUnfilledLayers Test start
2024-11-06 18:51:09 INFO  UnitTest:163 - new tetramino is called with the shape type K
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=1
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=2
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=3
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=4
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=5
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=6
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=7
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=8
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=9
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=10
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=11
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=12
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=13
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=14
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=15
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTest:175 - Tetramino initial position x=4 y=0
2024-11-06 18:51:09 INFO  UnitTest:176 - moveDown 25 times is performed
2024-11-06 18:51:09 INFO  UnitTest:177 - Tetramino moveDown 25 times new position x=4 y=17
2024-11-06 18:51:09 INFO  UnitTest:178 - Tetramino type K
2024-11-06 18:51:09 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:09 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:09 INFO  UnitTest:161 - doesTetraminoMoveDownStopAtUnfilledLayers Test start
2024-11-06 18:51:09 INFO  UnitTest:163 - new tetramino is called with the shape type T
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=1
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=2
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=3
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=4
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=5
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=6
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=7
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=8
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=9
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=10
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=11
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=12
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=13
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=14
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=15
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTestService:99 - move tetramino 1 step down
2024-11-06 18:51:09 INFO  UnitTestService:100 - tetramino position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTest:175 - Tetramino initial position x=4 y=0
2024-11-06 18:51:09 INFO  UnitTest:176 - moveDown 25 times is performed
2024-11-06 18:51:09 INFO  UnitTest:177 - Tetramino moveDown 25 times new position x=4 y=16
2024-11-06 18:51:09 INFO  UnitTest:178 - Tetramino type T
2024-11-06 18:51:09 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:09 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:09 INFO  UnitTest:105 - doesTetraminoMoveLeft Test start
2024-11-06 18:51:09 INFO  UnitTest:107 - new tetramino is called with the shape type Z
2024-11-06 18:51:09 INFO  UnitTest:114 - Tetramino initial position x=4 y=0
2024-11-06 18:51:09 INFO  UnitTest:115 - moveLeft is called
2024-11-06 18:51:09 INFO  UnitTest:116 - Tetramino after moveLeft new position x=3 y=0
2024-11-06 18:51:09 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:09 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:09 INFO  UnitTest:105 - doesTetraminoMoveLeft Test start
2024-11-06 18:51:09 INFO  UnitTest:107 - new tetramino is called with the shape type I
2024-11-06 18:51:09 INFO  UnitTest:114 - Tetramino initial position x=4 y=0
2024-11-06 18:51:09 INFO  UnitTest:115 - moveLeft is called
2024-11-06 18:51:09 INFO  UnitTest:116 - Tetramino after moveLeft new position x=3 y=0
2024-11-06 18:51:09 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:09 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:09 INFO  UnitTest:122 - doesTetraminoMoveLeftStopAtBorder Test start
2024-11-06 18:51:09 INFO  UnitTest:124 - new tetramino is called with the shape type Z
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=3 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=2 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=1 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTest:135 - Tetramino initial position x=4 y=0
2024-11-06 18:51:09 INFO  UnitTest:136 - moveLeft 13 times is performed
2024-11-06 18:51:09 INFO  UnitTest:137 - Tetramino moveLeft 13 times new position x=0 y=0
2024-11-06 18:51:09 INFO  UnitTest:138 - Tetramino type Z
2024-11-06 18:51:09 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:09 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:09 INFO  UnitTest:122 - doesTetraminoMoveLeftStopAtBorder Test start
2024-11-06 18:51:09 INFO  UnitTest:124 - new tetramino is called with the shape type I
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=3 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=2 y=0
2024-11-06 18:51:09 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:09 INFO  UnitTestService:91 - tetramino position x=1 y=0
2024-11-06 18:51:10 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:10 INFO  UnitTestService:91 - tetramino position x=0 y=0
2024-11-06 18:51:10 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:10 INFO  UnitTestService:91 - tetramino position x=-1 y=0
2024-11-06 18:51:10 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:10 INFO  UnitTestService:91 - tetramino position x=-1 y=0
2024-11-06 18:51:10 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:10 INFO  UnitTestService:91 - tetramino position x=-1 y=0
2024-11-06 18:51:10 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:10 INFO  UnitTestService:91 - tetramino position x=-1 y=0
2024-11-06 18:51:10 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:10 INFO  UnitTestService:91 - tetramino position x=-1 y=0
2024-11-06 18:51:10 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:10 INFO  UnitTestService:91 - tetramino position x=-1 y=0
2024-11-06 18:51:10 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:10 INFO  UnitTestService:91 - tetramino position x=-1 y=0
2024-11-06 18:51:10 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:10 INFO  UnitTestService:91 - tetramino position x=-1 y=0
2024-11-06 18:51:10 INFO  UnitTestService:90 - move tetramino 1 step left
2024-11-06 18:51:10 INFO  UnitTestService:91 - tetramino position x=-1 y=0
2024-11-06 18:51:10 INFO  UnitTest:135 - Tetramino initial position x=4 y=0
2024-11-06 18:51:10 INFO  UnitTest:136 - moveLeft 13 times is performed
2024-11-06 18:51:10 INFO  UnitTest:137 - Tetramino moveLeft 13 times new position x=-1 y=0
2024-11-06 18:51:10 INFO  UnitTest:138 - Tetramino type I
2024-11-06 18:51:10 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:10 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:10 INFO  UnitTest:66 - doesTetraminoMoveRight Test start
2024-11-06 18:51:10 INFO  UnitTest:68 - new tetramino is called with the shape type L
2024-11-06 18:51:10 INFO  UnitTest:75 - Tetramino initial position x=4 y=0
2024-11-06 18:51:10 INFO  UnitTest:76 - moveRight is called
2024-11-06 18:51:10 INFO  UnitTest:77 - Tetramino after moveRight new position x=5 y=0
2024-11-06 18:51:10 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:10 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:10 INFO  UnitTest:66 - doesTetraminoMoveRight Test start
2024-11-06 18:51:10 INFO  UnitTest:68 - new tetramino is called with the shape type S
2024-11-06 18:51:10 INFO  UnitTest:75 - Tetramino initial position x=4 y=0
2024-11-06 18:51:10 INFO  UnitTest:76 - moveRight is called
2024-11-06 18:51:10 INFO  UnitTest:77 - Tetramino after moveRight new position x=5 y=0
2024-11-06 18:51:10 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:10 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:10 INFO  UnitTest:83 - doesTetraminoMoveRightStopAtBorder Test start
2024-11-06 18:51:10 INFO  UnitTest:85 - new tetramino is called with the shape type Z
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=5 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=6 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=7 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=8 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTest:96 - Tetramino initial position x=4 y=0
2024-11-06 18:51:10 INFO  UnitTest:97 - moveRight 13 times is performed
2024-11-06 18:51:10 INFO  UnitTest:98 - Tetramino moveRight 13 times new position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTest:99 - Tetramino type Z
2024-11-06 18:51:10 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:10 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:10 INFO  UnitTest:83 - doesTetraminoMoveRightStopAtBorder Test start
2024-11-06 18:51:10 INFO  UnitTest:85 - new tetramino is called with the shape type I
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=5 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=6 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=7 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=8 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=9 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=10 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=10 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=10 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=10 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=10 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=10 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=10 y=0
2024-11-06 18:51:10 INFO  UnitTestService:81 - move tetramino 1 step right
2024-11-06 18:51:10 INFO  UnitTestService:82 - tetramino position x=10 y=0
2024-11-06 18:51:10 INFO  UnitTest:96 - Tetramino initial position x=4 y=0
2024-11-06 18:51:10 INFO  UnitTest:97 - moveRight 13 times is performed
2024-11-06 18:51:10 INFO  UnitTest:98 - Tetramino moveRight 13 times new position x=10 y=0
2024-11-06 18:51:10 INFO  UnitTest:99 - Tetramino type I
2024-11-06 18:51:10 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:10 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:10 INFO  UnitTest:184 - doesTetraminoRotate Test start
2024-11-06 18:51:10 INFO  UnitTest:186 - new tetramino is called with the shape type T
2024-11-06 18:51:10 INFO  UnitTest:193 - Tetramino initial shape {{"0","0","0"},{"T","T","T"},{"0","T","0"}}
2024-11-06 18:51:10 INFO  UnitTest:194 - Tetramino after rotate new shape {{"0","T","0"},{"0","T","T"},{"0","T","0"}}
2024-11-06 18:51:10 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:10 INFO  UnitTest:40 - Test Method  is called
2024-11-06 18:51:10 INFO  UnitTest:184 - doesTetraminoRotate Test start
2024-11-06 18:51:10 INFO  UnitTest:186 - new tetramino is called with the shape type J
2024-11-06 18:51:10 INFO  UnitTest:193 - Tetramino initial shape {{"0","J","0"},{"0","J","0"},{"J","J","0"}}
2024-11-06 18:51:10 INFO  UnitTest:194 - Tetramino after rotate new shape {{"0","0","0"},{"J","J","J"},{"0","0","J"}}
2024-11-06 18:51:10 INFO  UnitTest:201 - Test Method  is finished
2024-11-06 18:51:10 INFO  UnitTest:206 - UnitTests are finished
2024-11-06 18:51:12 INFO  APITest:47 - APITests start
2024-11-06 18:51:12 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:12 INFO  APITest:71 - testing for 200 OK response  request-  /hello
2024-11-06 18:51:15 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:15 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:15 INFO  APITest:71 - testing for 200 OK response  request-  /save
2024-11-06 18:51:16 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:16 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:16 INFO  APITest:71 - testing for 200 OK response  request-  /restart
2024-11-06 18:51:16 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:16 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:16 INFO  APITest:71 - testing for 200 OK response  request-  /0
2024-11-06 18:51:16 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:16 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:16 INFO  APITest:71 - testing for 200 OK response  request-  /1
2024-11-06 18:51:16 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:16 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:16 INFO  APITest:71 - testing for 200 OK response  request-  /2
2024-11-06 18:51:16 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:16 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:16 INFO  APITest:71 - testing for 200 OK response  request-  /3
2024-11-06 18:51:16 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:16 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:16 INFO  APITest:71 - testing for 200 OK response  request-  /4
2024-11-06 18:51:16 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:16 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:16 INFO  APITest:77 - shouldGameIsONAppear Test start
2024-11-06 18:51:17 INFO  APITest:97 - Game status: Game is ON
2024-11-06 18:51:17 INFO  APITest:313 - Test Method  is finished
2024-11-06 18:51:17 INFO  APITest:52 - Test Method  is called
2024-11-06 18:51:17 INFO  APITest:103 - shouldPlayerNameAppear Test start
